,customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_cell,rfm_score
2237,0001079434,6,1,135000.0,3,1,1,311,5
2238,0001077691,6,1,270000.0,3,1,1,311,5
2239,0001167460,6,1,90000.0,3,1,1,311,5
2240,0000024679,0,2,180000.0,3,1,1,311,5
2241,0000024560,6,3,630000.0,3,1,1,311,5
2242,KH915018,6,2,360000.0,3,1,1,311,5
2243,0001183691,6,3,405000.0,3,1,1,311,5
2244,0001136888,4,2,315000.0,3,1,1,311,5
2245,0001122147,6,2,180000.0,3,1,1,311,5
2246,0001169263,6,1,90000.0,3,1,1,311,5
2247,0001163801,6,1,90000.0,3,1,1,311,5
2248,0001023024,1,2,180000.0,3,1,1,311,5
2249,0001165147,6,1,180000.0,3,1,1,311,5
2250,KH9661832,6,1,90000.0,3,1,1,311,5
2251,0001013168,6,2,225000.0,3,1,1,311,5
2252,0000028580,6,1,180000.0,3,1,1,311,5
2253,0001081897,1,4,720000.0,3,1,1,311,5
2254,0001029087,6,1,135000.0,3,1,1,311,5
2255,0001169879,6,1,90000.0,3,1,1,311,5
2256,KH2170089,6,1,90000.0,3,1,1,311,5
2257,0001015532,6,1,90000.0,3,1,1,311,5
2258,0001077010,6,1,90000.0,3,1,1,311,5
2259,0001079601,6,1,135000.0,3,1,1,311,5
2260,0000000869,6,1,90000.0,3,1,1,311,5
2261,0000004239,6,2,180000.0,3,1,1,311,5
2262,0003004577,6,1,90000.0,3,1,1,311,5
2263,0001135858,6,1,90000.0,3,1,1,311,5
2264,0001160533,6,2,180000.0,3,1,1,311,5
2265,0000027334,0,2,180000.0,3,1,1,311,5
2266,0001015337,6,1,180000.0,3,1,1,311,5
2267,0001082353,6,1,270000.0,3,1,1,311,5
2268,0000042811,6,1,270000.0,3,1,1,311,5
2269,0001138435,6,1,90000.0,3,1,1,311,5
2270,0003008173,6,1,90000.0,3,1,1,311,5
2271,0001183627,6,1,45000.0,3,1,1,311,5
2272,0003009628,6,5,495000.0,3,1,1,311,5
2273,0001006181,6,1,135000.0,3,1,1,311,5
2274,0005008188,6,2,180000.0,3,1,1,311,5
2275,0003004552,6,3,270000.0,3,1,1,311,5
2276,0001029708,6,1,90000.0,3,1,1,311,5
2277,0001013022,5,2,180000.0,3,1,1,311,5
2278,0001004834,6,1,135000.0,3,1,1,311,5
2279,0001191444,6,1,90000.0,3,1,1,311,5
2280,0001052844,6,1,180000.0,3,1,1,311,5
2281,0001120534,0,3,270000.0,3,1,1,311,5
2282,0001137242,6,1,90000.0,3,1,1,311,5
2283,0001080131,0,4,360000.0,3,1,1,311,5
2284,0001169744,5,1,90000.0,3,1,1,311,5
2285,0000027458,5,2,180000.0,3,1,1,311,5
2286,0001138481,5,2,360000.0,3,1,1,311,5
2287,0001167495,5,1,90000.0,3,1,1,311,5
2288,0001122413,5,1,90000.0,3,1,1,311,5
2289,0001003052,5,1,90000.0,3,1,1,311,5
2290,0001070965,5,1,90000.0,3,1,1,311,5
2291,0001167292,5,1,90000.0,3,1,1,311,5
2292,KH5625074,5,1,45000.0,3,1,1,311,5
2293,0001165486,5,1,180000.0,3,1,1,311,5
2294,0001168368,5,1,90000.0,3,1,1,311,5
2295,0001160591,5,1,90000.0,3,1,1,311,5
2296,0001169890,5,2,270000.0,3,1,1,311,5
2297,0000023349,5,1,90000.0,3,1,1,311,5
2298,0001137343,4,3,540000.0,3,1,1,311,5
2299,0001165493,5,1,180000.0,3,1,1,311,5
2300,0001077065,5,1,90000.0,3,1,1,311,5
2301,0001081361,5,1,45000.0,3,1,1,311,5
2302,0000029664,5,2,180000.0,3,1,1,311,5
2303,0001120914,0,2,180000.0,3,1,1,311,5
2304,0001077923,3,2,180000.0,3,1,1,311,5
2305,0001081290,5,1,180000.0,3,1,1,311,5
2306,0001080171,5,1,135000.0,3,1,1,311,5
2307,0001005791,5,1,90000.0,3,1,1,311,5
2308,0003004495,5,3,270000.0,3,1,1,311,5
2309,0001122352,5,2,180000.0,3,1,1,311,5
2310,0003009719,5,1,135000.0,3,1,1,311,5
2311,0000040710,5,1,90000.0,3,1,1,311,5
2312,0001011293,5,4,360000.0,3,1,1,311,5
2313,0001029136,5,3,270000.0,3,1,1,311,5
2314,KH7880981,5,1,90000.0,3,1,1,311,5
2315,0001123470,0,2,180000.0,3,1,1,311,5
2316,KH1453604,5,1,90000.0,3,1,1,311,5
2317,0000028106,5,2,180000.0,3,1,1,311,5
2318,0000041992,5,1,135000.0,3,1,1,311,5
2319,0001083726,5,1,90000.0,3,1,1,311,5
2320,0001167367,5,1,90000.0,3,1,1,311,5
2321,0001166931,5,4,405000.0,3,1,1,311,5
2322,0001167089,5,1,90000.0,3,1,1,311,5
2323,KH9405686,5,1,90000.0,3,1,1,311,5
2324,0001137041,5,1,90000.0,3,1,1,311,5
2325,0000027187,0,3,315000.0,3,1,1,311,5
2326,0001081987,5,3,405000.0,3,1,1,311,5
2327,0001077833,5,1,135000.0,3,1,1,311,5
2328,0001023600,5,2,135000.0,3,1,1,311,5
2329,0001082743,5,1,90000.0,3,1,1,311,5
2330,0001077841,5,2,180000.0,3,1,1,311,5
2331,0001118824,5,1,90000.0,3,1,1,311,5
2332,0001166249,5,2,180000.0,3,1,1,311,5
2333,0000028800,5,1,135000.0,3,1,1,311,5
2334,0001012336,5,1,90000.0,3,1,1,311,5
2335,0000042632,5,2,180000.0,3,1,1,311,5
2336,0005008804,5,1,90000.0,3,1,1,311,5
2337,0001028927,5,1,225000.0,3,1,1,311,5
2338,0001014181,5,1,90000.0,3,1,1,311,5
2339,0001166213,5,2,180000.0,3,1,1,311,5
2340,0001004567,5,1,90000.0,3,1,1,311,5
2341,0001002972,5,1,180000.0,3,1,1,311,5
2342,0000040770,5,2,135000.0,3,1,1,311,5
2343,0001186508,5,1,90000.0,3,1,1,311,5
2344,0001078375,5,1,90000.0,3,1,1,311,5
2345,0000044963,5,1,180000.0,3,1,1,311,5
2346,0000000309,5,1,90000.0,3,1,1,311,5
2347,KH2110550,5,1,180000.0,3,1,1,311,5
2348,0001121827,5,3,270000.0,3,1,1,311,5
2349,KH3510679,5,1,180000.0,3,1,1,311,5
2350,0000022491,4,3,180000.0,3,1,1,311,5
2351,0003008121,5,1,90000.0,3,1,1,311,5
2352,KH2981988,5,1,90000.0,3,1,1,311,5
2353,0001163852,5,1,90000.0,3,1,1,311,5
2354,0000004208,1,2,180000.0,3,1,1,311,5
2355,0000024459,5,1,90000.0,3,1,1,311,5
2356,0001146842,5,1,180000.0,3,1,1,311,5
2357,0001136653,5,1,90000.0,3,1,1,311,5
2358,0001169957,1,3,270000.0,3,1,1,311,5
2359,0000002726,5,1,90000.0,3,1,1,311,5
2360,0001160480,5,3,270000.0,3,1,1,311,5
2361,0001079287,5,3,270000.0,3,1,1,311,5
2362,0001067764,5,1,90000.0,3,1,1,311,5
2363,0000022709,5,1,225000.0,3,1,1,311,5
2364,0001167452,5,2,180000.0,3,1,1,311,5
2365,0000027527,5,1,90000.0,3,1,1,311,5
2366,0001139490,5,1,180000.0,3,1,1,311,5
2367,0001083536,5,2,270000.0,3,1,1,311,5
2368,KH8306856,4,2,225000.0,3,1,1,311,5
2369,0001005702,4,1,90000.0,3,1,1,311,5
2370,0001007810,4,1,90000.0,3,1,1,311,5
2371,0001079171,4,1,90000.0,3,1,1,311,5
2372,0001006233,4,2,180000.0,3,1,1,311,5
2373,0001006634,4,1,90000.0,3,1,1,311,5
2374,0001139646,4,1,90000.0,3,1,1,311,5
2375,0001119190,4,1,180000.0,3,1,1,311,5
2376,0001083765,4,1,90000.0,3,1,1,311,5
2377,0000013229,4,1,135000.0,3,1,1,311,5
2378,0001122050,4,1,90000.0,3,1,1,311,5
2379,0000041597,1,2,270000.0,3,1,1,311,5
2380,0000022395,4,3,360000.0,3,1,1,311,5
2381,0001135550,0,4,585000.0,3,1,1,311,5
2382,0001169987,4,1,90000.0,3,1,1,311,5
2383,0000028027,4,1,135000.0,3,1,1,311,5
2384,0001165852,4,3,405000.0,3,1,1,311,5
2385,0001167594,4,1,90000.0,3,1,1,311,5
2386,0001077814,4,1,90000.0,3,1,1,311,5
2387,0001136963,4,1,90000.0,3,1,1,311,5
2388,0001012974,4,1,270000.0,3,1,1,311,5
2389,KH3052270,4,2,180000.0,3,1,1,311,5
2390,0001006584,4,1,90000.0,3,1,1,311,5
2391,0001146915,4,1,90000.0,3,1,1,311,5
2392,0001168109,4,1,90000.0,3,1,1,311,5
2393,0001029171,4,1,90000.0,3,1,1,311,5
2394,KH4815921,4,1,90000.0,3,1,1,311,5
2395,0001079328,4,2,180000.0,3,1,1,311,5
2396,0001083981,4,1,180000.0,3,1,1,311,5
2397,0001160449,1,4,450000.0,3,1,1,311,5
2398,0001080909,4,1,90000.0,3,1,1,311,5
2399,0001186124,1,4,360000.0,3,1,1,311,5
2400,0000020596,4,1,90000.0,3,1,1,311,5
2401,0005008186,4,4,315000.0,3,1,1,311,5
2402,0001119826,0,6,585000.0,3,1,1,311,5
2403,KH9830912,0,2,180000.0,3,1,1,311,5
2404,0003009733,4,2,180000.0,3,1,1,311,5
2405,KH4100540,0,3,315000.0,3,1,1,311,5
2406,0000041509,4,4,360000.0,3,1,1,311,5
2407,0000020127,4,1,90000.0,3,1,1,311,5
2408,0001135968,4,1,135000.0,3,1,1,311,5
2409,KH4460476,4,2,180000.0,3,1,1,311,5
2410,0001136697,4,1,90000.0,3,1,1,311,5
2411,0001080455,4,1,90000.0,3,1,1,311,5
2412,0001191138,4,2,315000.0,3,1,1,311,5
2413,0001080488,4,2,180000.0,3,1,1,311,5
2414,0001029485,4,2,180000.0,3,1,1,311,5
2415,0001005369,4,1,90000.0,3,1,1,311,5
2416,0001079323,4,2,180000.0,3,1,1,311,5
2417,0001146875,4,1,90000.0,3,1,1,311,5
2418,0001013017,1,5,675000.0,3,1,1,311,5
2419,0001138124,4,1,45000.0,3,1,1,311,5
2420,0000044342,4,2,180000.0,3,1,1,311,5
2421,0000029264,4,2,180000.0,3,1,1,311,5
2422,0001146866,4,1,90000.0,3,1,1,311,5
2423,0001186401,3,1,90000.0,3,1,1,311,5
2424,0001081215,3,1,90000.0,3,1,1,311,5
2425,0001006592,3,1,90000.0,3,1,1,311,5
2426,0001028854,1,2,180000.0,3,1,1,311,5
2427,0000042692,3,2,225000.0,3,1,1,311,5
2428,0001013095,3,3,270000.0,3,1,1,311,5
2429,KH5934721,3,1,360000.0,3,1,1,311,5
2430,0000026727,3,1,180000.0,3,1,1,311,5
2431,0001135886,3,1,90000.0,3,1,1,311,5
2432,0001138062,3,1,90000.0,3,1,1,311,5
2433,0003004067,3,2,225000.0,3,1,1,311,5
2434,KH1545137,3,1,90000.0,3,1,1,311,5
2435,0001165865,3,2,180000.0,3,1,1,311,5
2436,0001119755,3,1,45000.0,3,1,1,311,5
2437,0001168675,3,2,180000.0,3,1,1,311,5
2438,KH1201405,3,1,180000.0,3,1,1,311,5
2439,0000004242,3,1,90000.0,3,1,1,311,5
2440,0001163961,3,1,90000.0,3,1,1,311,5
2441,KH5418854,3,1,90000.0,3,1,1,311,5
2442,0003009634,3,1,90000.0,3,1,1,311,5
2443,KH8557581,3,1,90000.0,3,1,1,311,5
2444,0001119262,3,4,315000.0,3,1,1,311,5
2445,0001029110,3,2,180000.0,3,1,1,311,5
2446,0000043722,3,1,90000.0,3,1,1,311,5
2447,0001121382,3,1,90000.0,3,1,1,311,5
2448,0001161422,3,2,225000.0,3,1,1,311,5
2449,0000028457,3,2,180000.0,3,1,1,311,5
2450,0000021906,3,1,90000.0,3,1,1,311,5
2451,0001165482,3,1,90000.0,3,1,1,311,5
2452,0000010196,3,1,90000.0,3,1,1,311,5
2453,0001119100,3,1,90000.0,3,1,1,311,5
2454,0001122570,3,2,180000.0,3,1,1,311,5
2455,0001167701,3,2,180000.0,3,1,1,311,5
2456,KH2330928,3,1,90000.0,3,1,1,311,5
2457,0000011462,3,1,90000.0,3,1,1,311,5
2458,0000029921,3,2,180000.0,3,1,1,311,5
2459,0001070865,3,1,90000.0,3,1,1,311,5
2460,KH803630,3,1,90000.0,3,1,1,311,5
2461,KH7082025,3,1,270000.0,3,1,1,311,5
2462,0001120898,3,1,225000.0,3,1,1,311,5
2463,0001029076,3,1,90000.0,3,1,1,311,5
2464,0001005907,3,1,180000.0,3,1,1,311,5
2465,0001138042,3,1,45000.0,3,1,1,311,5
2466,0001165457,3,1,90000.0,3,1,1,311,5
2467,0000027232,3,2,180000.0,3,1,1,311,5
2468,0001185819,3,1,90000.0,3,1,1,311,5
2469,0001004424,3,2,180000.0,3,1,1,311,5
2470,0001120441,3,3,270000.0,3,1,1,311,5
2471,0001023923,3,1,90000.0,3,1,1,311,5
2472,0001005389,3,1,90000.0,3,1,1,311,5
2473,0001121701,3,1,135000.0,3,1,1,311,5
2474,0001081197,3,1,180000.0,3,1,1,311,5
2475,0001080877,3,1,225000.0,3,1,1,311,5
2476,0001167355,3,4,630000.0,3,1,1,311,5
2477,0001166483,2,1,180000.0,3,1,1,311,5
2478,KH2943377,2,1,135000.0,3,1,1,311,5
2479,0001121499,2,1,90000.0,3,1,1,311,5
2480,0001122055,2,1,90000.0,3,1,1,311,5
2481,0000026570,2,1,90000.0,3,1,1,311,5
2482,KH8232119,2,1,225000.0,3,1,1,311,5
2483,0001120834,2,1,90000.0,3,1,1,311,5
2484,0001004659,2,1,180000.0,3,1,1,311,5
2485,0001023807,2,1,135000.0,3,1,1,311,5
2486,0000023384,2,1,90000.0,3,1,1,311,5
2487,KH8311340,2,1,180000.0,3,1,1,311,5
2488,0001029922,2,1,135000.0,3,1,1,311,5
2489,0000028325,2,1,90000.0,3,1,1,311,5
2490,KH7459794,2,1,90000.0,3,1,1,311,5
2491,0001077287,1,4,540000.0,3,1,1,311,5
2492,0000010926,2,1,90000.0,3,1,1,311,5
2493,0001186423,2,1,90000.0,3,1,1,311,5
2494,0003008160,2,1,90000.0,3,1,1,311,5
2495,0000011516,2,3,450000.0,3,1,1,311,5
2496,0001167727,0,3,270000.0,3,1,1,311,5
2497,KH2007348,2,1,90000.0,3,1,1,311,5
2498,KH2577294,2,1,90000.0,3,1,1,311,5
2499,0000041261,2,1,90000.0,3,1,1,311,5
2500,0001186418,2,1,180000.0,3,1,1,311,5
2501,0001081744,2,1,90000.0,3,1,1,311,5
2502,0001022988,2,3,405000.0,3,1,1,311,5
2503,0001015425,2,1,45000.0,3,1,1,311,5
2504,0001166523,2,1,135000.0,3,1,1,311,5
2505,0001163480,1,1,270000.0,3,1,1,311,5
2506,KH6341139,1,1,90000.0,3,1,1,311,5
2507,0001029629,1,2,270000.0,3,1,1,311,5
2508,0001135098,1,1,405000.0,3,1,1,311,5
2509,0000040871,1,1,180000.0,3,1,1,311,5
2510,0001023964,1,4,360000.0,3,1,1,311,5
2511,0001167824,1,4,810000.0,3,1,1,311,5
2512,0001167090,1,1,135000.0,3,1,1,311,5
2513,0001146951,1,1,180000.0,3,1,1,311,5
2514,0003004124,1,2,270000.0,3,1,1,311,5
2515,0001136117,1,1,90000.0,3,1,1,311,5
2516,KH8905897,1,1,90000.0,3,1,1,311,5
2517,0001013385,1,1,90000.0,3,1,1,311,5
2518,0001023727,1,3,270000.0,3,1,1,311,5
2519,0001181228,1,1,90000.0,3,1,1,311,5
2520,0001015763,1,1,90000.0,3,1,1,311,5
2521,0001138609,1,2,180000.0,3,1,1,311,5
2522,0000026663,1,2,180000.0,3,1,1,311,5
2523,0001024050,1,2,585000.0,3,1,1,311,5
2524,0001161975,1,1,90000.0,3,1,1,311,5
2525,0001136000,1,1,135000.0,3,1,1,311,5
2526,0001007149,1,5,585000.0,3,1,1,311,5
2527,0000041542,1,4,540000.0,3,1,1,311,5
2528,0001011264,1,1,45000.0,3,1,1,311,5
2529,KH5034123,1,1,405000.0,3,1,1,311,5
2530,0001029492,1,2,180000.0,3,1,1,311,5
2531,0001067451,1,1,180000.0,3,1,1,311,5
2532,0001165936,1,1,135000.0,3,1,1,311,5
2533,0001138833,1,2,630000.0,3,1,1,311,5
2534,0000000268,1,1,90000.0,3,1,1,311,5
2535,0001135208,1,1,90000.0,3,1,1,311,5
2536,0001007106,1,2,180000.0,3,1,1,311,5
2537,0001003099,1,1,90000.0,3,1,1,311,5
2538,0001123383,1,2,180000.0,3,1,1,311,5
2539,0001181215,1,1,90000.0,3,1,1,311,5
2540,0000020191,1,1,90000.0,3,1,1,311,5
2541,0001191440,1,2,270000.0,3,1,1,311,5
2542,0000040813,1,2,225000.0,3,1,1,311,5
2543,0001119822,1,1,180000.0,3,1,1,311,5
2544,0001006535,1,1,90000.0,3,1,1,311,5
2545,0001136953,1,1,90000.0,3,1,1,311,5
2546,0001138256,1,2,360000.0,3,1,1,311,5
2547,0000014779,1,2,360000.0,3,1,1,311,5
2548,0001013638,1,1,135000.0,3,1,1,311,5
2549,0000044009,1,1,90000.0,3,1,1,311,5
2550,0001139393,1,3,675000.0,3,1,1,311,5
2551,0001166656,1,1,180000.0,3,1,1,311,5
2552,0001006683,1,1,90000.0,3,1,1,311,5
2553,0001166043,1,1,90000.0,3,1,1,311,5
2554,0001080643,1,1,225000.0,3,1,1,311,5
2555,0001167111,1,4,315000.0,3,1,1,311,5
2556,0001186500,1,1,45000.0,3,1,1,311,5
2557,0001083487,1,1,45000.0,3,1,1,311,5
2558,0001137158,1,2,180000.0,3,1,1,311,5
2559,0001068137,1,1,90000.0,3,1,1,311,5
2560,0000028505,1,1,90000.0,3,1,1,311,5
2561,0001015931,1,1,135000.0,3,1,1,311,5
2562,KH6854088,1,4,360000.0,3,1,1,311,5
2563,0001146929,1,1,90000.0,3,1,1,311,5
2564,0000022529,1,1,90000.0,3,1,1,311,5
2565,0000004800,1,2,135000.0,3,1,1,311,5
2566,0000024980,1,1,90000.0,3,1,1,311,5
2567,0001071786,1,2,180000.0,3,1,1,311,5
2568,0000042875,1,1,90000.0,3,1,1,311,5
2569,0001082760,1,1,135000.0,3,1,1,311,5
2570,0001167395,1,2,180000.0,3,1,1,311,5
2571,0001167169,1,2,90000.0,3,1,1,311,5
2572,0001081877,0,5,675000.0,3,1,1,311,5
2573,0001119002,0,3,270000.0,3,1,1,311,5
2574,0001123344,0,1,135000.0,3,1,1,311,5
2575,0001007330,0,2,180000.0,3,1,1,311,5
2576,0001168039,0,1,135000.0,3,1,1,311,5
2577,0001165416,0,2,180000.0,3,1,1,311,5
2578,KH8478761,0,3,135000.0,3,1,1,311,5
2579,0001081025,0,1,90000.0,3,1,1,311,5
2580,0001135382,0,2,135000.0,3,1,1,311,5
2581,KH7120729,0,2,135000.0,3,1,1,311,5
2582,0001123306,0,1,90000.0,3,1,1,311,5
2583,KH7134855,0,1,90000.0,3,1,1,311,5
2584,0001005733,0,1,180000.0,3,1,1,311,5
2585,0001119454,0,3,270000.0,3,1,1,311,5
2586,0001138834,0,1,90000.0,3,1,1,311,5
2587,0001192740,0,3,630000.0,3,1,1,311,5
2588,0001077687,0,1,180000.0,3,1,1,311,5
2589,0001165156,0,5,405000.0,3,1,1,311,5
2590,0001136652,0,2,180000.0,3,1,1,311,5
2591,0001081932,0,1,90000.0,3,1,1,311,5
2592,0001023070,0,1,225000.0,3,1,1,311,5
2593,0001121755,0,2,180000.0,3,1,1,311,5
2594,0001183649,0,6,540000.0,3,1,1,311,5
2595,KH7148490,0,1,90000.0,3,1,1,311,5
2596,0001160359,0,2,180000.0,3,1,1,311,5
2597,0001191125,0,1,90000.0,3,1,1,311,5
2598,KH4648886,0,2,180000.0,3,1,1,311,5
2599,0003004146,0,1,225000.0,3,1,1,311,5
2600,0001193398,0,1,135000.0,3,1,1,311,5
2601,0001135922,0,2,180000.0,3,1,1,311,5
2602,KH6446833,0,1,90000.0,3,1,1,311,5
2603,0001167743,0,1,45000.0,3,1,1,311,5
2604,0001121007,0,1,180000.0,3,1,1,311,5
2605,0001007791,0,1,90000.0,3,1,1,311,5
2606,0001083454,0,1,270000.0,3,1,1,311,5
2607,0000029273,0,1,90000.0,3,1,1,311,5
2608,0001139405,0,1,135000.0,3,1,1,311,5
2609,0001029744,0,1,90000.0,3,1,1,311,5
2610,0000011117,0,1,90000.0,3,1,1,311,5
2611,0001138723,0,1,45000.0,3,1,1,311,5
2612,KH5940832,0,2,180000.0,3,1,1,311,5
2613,0001118923,0,2,180000.0,3,1,1,311,5
2614,0001123411,0,2,180000.0,3,1,1,311,5
2615,0001077971,0,1,90000.0,3,1,1,311,5
2616,0001181363,0,1,90000.0,3,1,1,311,5
2617,0001135176,0,1,135000.0,3,1,1,311,5
2618,0001007007,0,1,90000.0,3,1,1,311,5
2619,0001013135,0,3,270000.0,3,1,1,311,5
2620,0001169173,0,1,135000.0,3,1,1,311,5
2621,KH272118,0,1,270000.0,3,1,1,311,5
2622,0001006180,0,1,90000.0,3,1,1,311,5
2623,0001165120,0,3,270000.0,3,1,1,311,5
2624,0001119556,0,1,90000.0,3,1,1,311,5
2625,0001136972,0,1,315000.0,3,1,1,311,5
2626,0001191130,0,1,90000.0,3,1,1,311,5
2627,0001186151,0,3,360000.0,3,1,1,311,5
2628,0003008774,0,3,270000.0,3,1,1,311,5
2629,0003004558,0,7,630000.0,3,1,1,311,5
2630,0000043075,0,1,180000.0,3,1,1,311,5
2631,0001016104,0,1,135000.0,3,1,1,311,5
2632,0001121058,0,1,90000.0,3,1,1,311,5
2633,0001138502,0,1,90000.0,3,1,1,311,5
2634,0005008194,0,5,315000.0,3,1,1,311,5
2635,0001005505,0,1,135000.0,3,1,1,311,5
2636,0001081802,0,1,90000.0,3,1,1,311,5
2637,0001122886,0,2,180000.0,3,1,1,311,5
2638,0001161926,0,1,90000.0,3,1,1,311,5
2639,0001014000,0,1,90000.0,3,1,1,311,5
2640,0000010447,0,3,270000.0,3,1,1,311,5
2641,KH8219466,0,1,90000.0,3,1,1,311,5
2642,0001186564,0,2,270000.0,3,1,1,311,5
2643,0001083029,0,1,90000.0,3,1,1,311,5
2644,0000010455,0,1,90000.0,3,1,1,311,5
2645,0001166488,0,2,180000.0,3,1,1,311,5
2646,0003004529,0,1,270000.0,3,1,1,311,5
2647,0001030170,0,1,135000.0,3,1,1,311,5
2648,0001083159,0,1,90000.0,3,1,1,311,5
2649,0001169272,0,1,90000.0,3,1,1,311,5
2650,0003009760,0,6,495000.0,3,1,1,311,5
2651,0001080738,0,1,90000.0,3,1,1,311,5
2652,0001067839,0,1,225000.0,3,1,1,311,5
2653,KH7875333,0,1,90000.0,3,1,1,311,5
2654,0001163850,0,1,90000.0,3,1,1,311,5
2655,0001160552,0,2,90000.0,3,1,1,311,5
2656,0001165817,0,1,180000.0,3,1,1,311,5
2657,0001167450,0,1,180000.0,3,1,1,311,5
2658,KH5471389,0,1,90000.0,3,1,1,311,5
2659,KH5474188,0,1,90000.0,3,1,1,311,5
2660,0001168189,0,2,225000.0,3,1,1,311,5
2661,KH3650085,0,2,180000.0,3,1,1,311,5
2662,0001122632,0,3,270000.0,3,1,1,311,5
2663,0001163513,0,3,315000.0,3,1,1,311,5
2664,0001165139,0,2,180000.0,3,1,1,311,5
2665,0001004536,0,1,90000.0,3,1,1,311,5
2666,KH8565463,0,4,450000.0,3,1,1,311,5
2667,0001186028,0,2,180000.0,3,1,1,311,5
2668,0001193394,30,2,225000.0,1,1,1,111,3
2669,0001163564,30,5,825000.0,1,1,1,111,3
2670,0001004799,30,2,300000.0,1,1,1,111,3
2671,KH2672449,30,7,1200000.0,1,1,1,111,3
2672,KH3742976,30,18,4530000.0,1,1,1,111,3
2673,KH3162226,30,1,150000.0,1,1,1,111,3
2674,KH9552707,30,1,150000.0,1,1,1,111,3
2675,0001015472,30,6,1575000.0,1,1,1,111,3
2676,0000026538,30,2,375000.0,1,1,1,111,3
2677,0001079962,30,8,1650000.0,1,1,1,111,3
2678,KH7289454,30,1,150000.0,1,1,1,111,3
2679,0001135318,14,3,270000.0,2,1,1,211,4
2680,0001068121,14,2,180000.0,2,1,1,211,4
2681,0000029048,16,3,360000.0,2,1,1,211,4
2682,0000028331,29,2,180000.0,1,1,1,111,3
2683,0001023251,29,9,765000.0,1,1,1,111,3
2684,0001168239,29,1,90000.0,1,1,1,111,3
2685,0001002989,29,1,90000.0,1,1,1,111,3
2686,0000011783,15,2,180000.0,2,1,1,211,4
2687,0001083878,29,1,180000.0,1,1,1,111,3
2688,0001166359,29,1,90000.0,1,1,1,111,3
2689,0000041027,29,1,90000.0,1,1,1,111,3
2690,0001015202,28,3,315000.0,1,1,1,111,3
2691,0001138403,22,2,315000.0,1,1,1,111,3
2692,0000028296,29,1,45000.0,1,1,1,111,3
2693,0001124396,29,1,90000.0,1,1,1,111,3
2694,0001166096,29,1,90000.0,1,1,1,111,3
2695,0001165566,29,1,90000.0,1,1,1,111,3
2696,0001022790,29,1,90000.0,1,1,1,111,3
2697,0000025113,29,1,90000.0,1,1,1,111,3
2698,0001136596,29,1,45000.0,1,1,1,111,3
2699,0000004007,29,1,90000.0,1,1,1,111,3
2700,0001081766,29,1,90000.0,1,1,1,111,3
2701,0001168664,29,1,90000.0,1,1,1,111,3
2702,0001185966,29,1,90000.0,1,1,1,111,3
2703,0001185835,18,2,180000.0,2,1,1,211,4
2704,0001181280,29,1,90000.0,1,1,1,111,3
2705,0000021943,29,1,90000.0,1,1,1,111,3
2706,0001185949,29,1,90000.0,1,1,1,111,3
2707,0001135186,29,1,90000.0,1,1,1,111,3
2708,0000025279,15,2,180000.0,2,1,1,211,4
2709,0001082528,29,1,135000.0,1,1,1,111,3
2710,0001165047,29,1,315000.0,1,1,1,111,3
2711,0001136092,29,1,90000.0,1,1,1,111,3
2712,0001015807,29,1,135000.0,1,1,1,111,3
2713,0000040792,29,1,135000.0,1,1,1,111,3
2714,0001121249,24,2,405000.0,1,1,1,111,3
2715,0000025689,29,1,90000.0,1,1,1,111,3
2716,0001139186,29,1,90000.0,1,1,1,111,3
2717,0001161331,29,1,135000.0,1,1,1,111,3
2718,0001080503,29,1,225000.0,1,1,1,111,3
2719,0001124253,29,1,135000.0,1,1,1,111,3
2720,0001137067,29,4,405000.0,1,1,1,111,3
2721,0001166408,29,1,90000.0,1,1,1,111,3
2722,0000042004,29,1,180000.0,1,1,1,111,3
2723,0000012595,29,1,90000.0,1,1,1,111,3
2724,0001120705,12,2,630000.0,2,1,1,211,4
2725,0000010821,29,1,90000.0,1,1,1,111,3
2726,0001120542,29,1,225000.0,1,1,1,111,3
2727,0001183790,29,1,90000.0,1,1,1,111,3
2728,0001183653,29,1,90000.0,1,1,1,111,3
2729,0001135213,29,1,180000.0,1,1,1,111,3
2730,KH1953818,29,1,45000.0,1,1,1,111,3
2731,0000027147,29,1,90000.0,1,1,1,111,3
2732,0001080741,29,1,90000.0,1,1,1,111,3
2733,0001161678,29,1,90000.0,1,1,1,111,3
2734,0001165930,29,1,45000.0,1,1,1,111,3
2735,0000027271,29,1,90000.0,1,1,1,111,3
2736,0000012953,28,1,45000.0,1,1,1,111,3
2737,KH9486072,28,3,135000.0,1,1,1,111,3
2738,KH9319767,28,2,270000.0,1,1,1,111,3
2739,0001029469,28,1,90000.0,1,1,1,111,3
2740,0000041681,28,1,45000.0,1,1,1,111,3
2741,0001124380,28,1,135000.0,1,1,1,111,3
2742,0001137644,28,1,90000.0,1,1,1,111,3
2743,0001137896,28,2,225000.0,1,1,1,111,3
2744,0001023990,28,1,90000.0,1,1,1,111,3
2745,0001168439,28,1,90000.0,1,1,1,111,3
2746,KH2013480,28,1,45000.0,1,1,1,111,3
2747,0001122874,28,1,90000.0,1,1,1,111,3
2748,0003008033,14,2,180000.0,2,1,1,211,4
2749,0003009624,28,1,90000.0,1,1,1,111,3
2750,0001169531,28,1,90000.0,1,1,1,111,3
